Date,AAPL,IBM,MCD
2011-12-16,-0.005308,-0.006707,-0.003036
2011-12-19,0.003123,-0.003704,-0.002564
2011-12-20,0.035949,0.023785,0.016248
2011-12-21,0.001263,-0.030816,0.003845
2011-12-22,0.005297,0.003141,-0.006048
2011-12-23,0.011993,0.014887,0.01572
2011-12-27,0.007934,0.001082,0.003994
2011-12-28,-0.009569,-0.005191,-0.009647
2011-12-29,0.006159,0.011903,0.012352
2011-12-30,0.010771,0.012532,-0.001249
2012-01-03,0.015383,0.013161,-0.014851
2012-01-04,0.005374,-0.004079,0.005565
2012-01-05,0.011102,-0.004743,0.004427
2012-01-06,0.010454,-0.011481,0.007713
2012-01-09,-0.001586,-0.005204,-0.009543
2012-01-10,0.00358,-0.001542,0.000602
2012-01-11,-0.00163,0.005571,0.002307
2012-01-12,-0.002745,-0.009708,0.006404
2012-01-13,0.004452,-0.002509,0.004198
2012-01-17,0.011648,0.004689,0.001993
2012-01-18,0.00196,0.017898,0.002909
2012-01-19,-0.007729,0.031107,0.003824
2012-01-20,-0.017417,0.044316,0.00474
2012-01-23,0.016917,0.007745,-0.007765
2012-01-24,-0.016378,0.010264,-0.021793
2012-01-25,0.062439,-0.001042,0.004861
2012-01-26,-0.004545,-0.003912,-0.000504
2012-01-27,0.00596,-0.002723,-0.00494
2012-01-30,0.012811,0.010711,0.0
2012-01-31,0.006088,0.005408,-0.003281
2012-02-01,-0.000635,0.000104,-0.006562
2012-02-02,-0.002345,-0.005659,0.002236
2012-02-03,0.010019,0.011017,0.014094
2012-02-06,0.009333,-0.004235,-0.0052
2012-02-07,0.010475,0.002749,0.014273
2012-02-08,0.016744,-0.002069,-0.008522
2012-02-09,0.034593,0.000933,-0.0006
2012-02-10,0.027612,-7e-05,-0.000735
2012-02-13,0.02063,-0.001074,-0.000869
2012-02-14,0.013649,-0.002077,-0.001004
2012-02-15,0.011386,0.000964,0.002794
2012-02-16,0.009122,0.004005,0.006592
2012-02-17,-0.000179,0.002072,0.007354
2012-02-21,0.00278,0.001744,0.0043
2012-02-22,0.00574,0.001416,0.001247
2012-02-23,0.008699,0.001087,-0.001807
2012-02-24,0.011658,0.000759,-0.004861
2012-02-27,0.006413,-0.001163,0.000399
2012-02-28,0.005523,0.00058,0.000165
2012-02-29,0.004632,0.002323,-6.8e-05
2012-03-01,0.003742,0.004066,-0.000302
2012-03-02,0.001304,0.00648,0.002519
2012-03-05,-0.022048,0.009305,0.004422
2012-03-06,-0.005439,-0.016944,-0.0005
2012-03-07,0.000811,0.002585,0.002903
2012-03-08,0.021293,0.010315,-0.032142
2012-03-09,0.005867,0.004054,-0.001238
2012-03-12,0.012528,0.001894,-0.001859
2012-03-13,0.029167,0.013831,0.001241
2012-03-14,0.03781,0.004613,0.00527
2012-03-15,-0.006818,0.006252,0.007709
2012-03-16,1.7e-05,4.9e-05,-0.003876
2012-03-19,0.026521,-0.001408,0.000717
2012-03-20,0.008085,-0.007146,-0.000819
2012-03-21,-0.00571,0.002154,-0.009524
2012-03-22,-0.005245,0.003908,-0.009512
2012-03-23,-0.005489,-4.9e-05,-0.00261
2012-03-26,0.018337,0.011145,0.014861
2012-03-27,0.011724,0.005838,0.006095
2012-03-28,0.00511,0.000531,-0.002671
2012-03-29,-0.012564,0.004728,0.005768
2012-03-30,-0.016906,0.001825,0.004711
2012-04-02,0.031824,0.00393,0.00265
2012-04-03,0.011931,-0.006269,-0.008333
2012-04-04,-0.007961,-0.016468,-0.019316
2012-04-05,0.015009,-0.002815,0.011695
2012-04-09,0.001382,-0.007775,-0.000271
2012-04-10,-0.012244,-0.012735,-0.012237
2012-04-11,-0.003564,0.001236,0.009112
2012-04-12,-0.015864,-0.005519,0.001125
2012-04-13,-0.028165,-0.012274,-0.006862
2012-04-16,-0.041472,-0.000394,-0.004022
2012-04-17,0.050971,0.023333,0.005488
2012-04-18,-0.002231,-0.035286,0.002368
2012-04-19,-0.034356,-0.003098,-0.021163
2012-04-20,-0.024615,0.000451,0.006927
2012-04-23,-0.002234,-0.00491,-0.007817
2012-04-24,-0.019975,0.006948,-0.006303
2012-04-25,0.088741,0.01785,0.00666
2012-04-26,-0.00377,0.009874,0.006406
2012-04-27,-0.007734,0.005983,0.016174
2012-04-30,-0.031542,0.001306,0.000719
2012-05-01,-0.003168,0.004443,-0.002565
2012-05-02,0.006614,0.000289,0.003189
2012-05-03,-0.007099,-0.003941,-0.00482
2012-05-04,-0.02848,-0.010857,-0.012057
2012-05-07,0.007483,-0.006049,-0.003755
2012-05-08,-0.002283,-0.011141,-0.020521
2012-05-09,0.00176,-0.001241,-0.017317
2012-05-10,-0.002459,0.0008,-0.008495
